Location_Name,Located_City,Location,Location_Type,Avg_Rating,AI_Context
Rasara Restaurant,Monaragala,"NO 35 POTUVIL ROAD,DOMBAGAHAWELA,MONARAGALA",Restaurants,,"Rasara Restaurant is a Restaurants located in Monaragala. Address: NO 35 POTUVIL ROAD,DOMBAGAHAWELA,MONARAGALA."
Tang Dynasty Chinese Restaurant,Colombo 05,"NO 75,DICKMANS ROAD,COLOMBO 05",Restaurants,,"Tang Dynasty Chinese Restaurant is a Restaurants located in Colombo 05. Address: NO 75,DICKMANS ROAD,COLOMBO 05."
Daffodil Hotel,Mullativu.,"KOYIL KUDIYIRUPPU, MULLATIVU.",Restaurants,,"Daffodil Hotel is a Restaurants located in Mullativu.. Address: KOYIL KUDIYIRUPPU, MULLATIVU.."
Kamlo Sea Food Restaurant,Negombo,"62,PORUTHOTA ROAD,ETTUKALA,NEGOMBO",Restaurants,,"Kamlo Sea Food Restaurant is a Restaurants located in Negombo. Address: 62,PORUTHOTA ROAD,ETTUKALA,NEGOMBO."
Rosanda Restaurant,Kotadeniyawa,"NO.107/4 KURUNEGALA ROAD,KOTADENIYAWA",Restaurants,,"Rosanda Restaurant is a Restaurants located in Kotadeniyawa. Address: NO.107/4 KURUNEGALA ROAD,KOTADENIYAWA."
Hotel Parama,Meetiyagoda.,"NO.370,DELGAHAWATTA,MEETIYAGODA.",Restaurants,,"Hotel Parama is a Restaurants located in Meetiyagoda.. Address: NO.370,DELGAHAWATTA,MEETIYAGODA.."
Wanapetha Restaurant,Kesbewa.,"129/1, HORANA ROAD, KESBEWA.",Restaurants,,"Wanapetha Restaurant is a Restaurants located in Kesbewa.. Address: 129/1, HORANA ROAD, KESBEWA.."
The White House Restaurant.,Ambalangoda.,"NO 31 GALLE ROAD, AMBALANGODA.",Restaurants,,"The White House Restaurant. is a Restaurants located in Ambalangoda.. Address: NO 31 GALLE ROAD, AMBALANGODA.."
Ankara Turkish Restaurant,25 Milagiriya Avenue Colombo 04,25 MILAGIRIYA AVENUE COLOMBO 04,Restaurants,,Ankara Turkish Restaurant is a Restaurants located in 25 Milagiriya Avenue Colombo 04. Address: 25 MILAGIRIYA AVENUE COLOMBO 04.
La Roza Restaurant,Kaduwela.,"400/1, AVISSAWELLA ROAD, IHALA BOMIRIYA, KADUWELA.",Restaurants,,"La Roza Restaurant is a Restaurants located in Kaduwela.. Address: 400/1, AVISSAWELLA ROAD, IHALA BOMIRIYA, KADUWELA.."
The Grand Tourist Holiday Resort,Anuradhapura.,"4/B/2,STAGE 1,LAKE ROAD,HARISCHANDRA MAWATHA,ANURADHAPURA.",Restaurants,,"The Grand Tourist Holiday Resort is a Restaurants located in Anuradhapura.. Address: 4/B/2,STAGE 1,LAKE ROAD,HARISCHANDRA MAWATHA,ANURADHAPURA.."
Dkn Cafe,Rajagiriya.,"475/C,SRI JAYAWARDENAPURA MAWATHA,WELIKADA,RAJAGIRIYA.",Restaurants,,"Dkn Cafe is a Restaurants located in Rajagiriya.. Address: 475/C,SRI JAYAWARDENAPURA MAWATHA,WELIKADA,RAJAGIRIYA.."
Gammanaya Eco Tourism Restaurant.,Deniyaya.,"MURAPOLA JUNCTION,SINHARAJA ROAD,DENIYAYA.",Restaurants,,"Gammanaya Eco Tourism Restaurant. is a Restaurants located in Deniyaya.. Address: MURAPOLA JUNCTION,SINHARAJA ROAD,DENIYAYA.."
Grand Beijing Seafood Chinese Restaurant,Colombo 03,"NO.62 A,DHARMAPALA MAWATHA,COLOMBO 03",Restaurants,,"Grand Beijing Seafood Chinese Restaurant is a Restaurants located in Colombo 03. Address: NO.62 A,DHARMAPALA MAWATHA,COLOMBO 03."
Grand Lake Hotel,Batticaloa.,"NO.04, LOYIDS AVENUE,BATTICALOA.",Restaurants,,"Grand Lake Hotel is a Restaurants located in Batticaloa.. Address: NO.04, LOYIDS AVENUE,BATTICALOA.."
Sri Siam Authentic Thai Restaurant,Colombo 06,"68,W.A SILVA MAWATHA, WELLAWATTE,COLOMBO 06",Restaurants,,"Sri Siam Authentic Thai Restaurant is a Restaurants located in Colombo 06. Address: 68,W.A SILVA MAWATHA, WELLAWATTE,COLOMBO 06."
10 10 Krua Thai,Pelawatta.,"NO.446,PANNIPITIYA ROAD, PELAWATTA.",Restaurants,,"10 10 Krua Thai is a Restaurants located in Pelawatta.. Address: NO.446,PANNIPITIYA ROAD, PELAWATTA.."
The Club,Negombo.,"NO.3B2, SHOPPING COMPLEX, GREENS ROAD, NEGOMBO.",Restaurants,,"The Club is a Restaurants located in Negombo.. Address: NO.3B2, SHOPPING COMPLEX, GREENS ROAD, NEGOMBO.."
Cafe Francais By Pourcel,Colombo 02.,"NO.48, GROUND FLOOR, PARK STREET, COLOMBO 02.",Restaurants,,"Cafe Francais By Pourcel is a Restaurants located in Colombo 02.. Address: NO.48, GROUND FLOOR, PARK STREET, COLOMBO 02.."
Pedlars Inn Cafe,Galle.,"NO.92,PEDLARS STREET,FORT,GALLE.",Restaurants,,"Pedlars Inn Cafe is a Restaurants located in Galle.. Address: NO.92,PEDLARS STREET,FORT,GALLE.."
Silk Road Chinese Restaurant,Colombo 07.,"NO.7A, SIR EARNEST DE SILVA MAWATHA, COLOMBO 07.",Restaurants,,"Silk Road Chinese Restaurant is a Restaurants located in Colombo 07.. Address: NO.7A, SIR EARNEST DE SILVA MAWATHA, COLOMBO 07.."
Clements,Wattala.,"NO.21,STATION ROAD,WATTALA.",Restaurants,,"Clements is a Restaurants located in Wattala.. Address: NO.21,STATION ROAD,WATTALA.."
Red Orchids,Colombo 04,"NO.35,CASTLE LANE,COLOMBO 04",Restaurants,,"Red Orchids is a Restaurants located in Colombo 04. Address: NO.35,CASTLE LANE,COLOMBO 04."
Panacea Restaurant,Pannipitiya,"NO.179/5,HIGH LEVEL ROAD,PANNIPITIYA",Restaurants,,"Panacea Restaurant is a Restaurants located in Pannipitiya. Address: NO.179/5,HIGH LEVEL ROAD,PANNIPITIYA."
Monte Zita Restaurant,Colombo 07,"39A,HORTON PLACE, COLOMBO 07",Restaurants,,"Monte Zita Restaurant is a Restaurants located in Colombo 07. Address: 39A,HORTON PLACE, COLOMBO 07."
Seoul,Colombo 07,"NO.28/1,HORTON PLACE,COLOMBO 07",Restaurants,,"Seoul is a Restaurants located in Colombo 07. Address: NO.28/1,HORTON PLACE,COLOMBO 07."
Anargaya Restaurent,Batapola,"BATADUWA,BATAPOLA",Restaurants,,"Anargaya Restaurent is a Restaurants located in Batapola. Address: BATADUWA,BATAPOLA."
Golden River Holiday Resort,Wennappuwa.,"GORAKAGAHA JUNCTION,BORALLA ROAD,WENNAPPUWA.",Restaurants,,"Golden River Holiday Resort is a Restaurants located in Wennappuwa.. Address: GORAKAGAHA JUNCTION,BORALLA ROAD,WENNAPPUWA.."
Xiang Yun Chinese Restaurant,Kandy,"NO:935,PERADENIYA ROAD,KANDY",Restaurants,,"Xiang Yun Chinese Restaurant is a Restaurants located in Kandy. Address: NO:935,PERADENIYA ROAD,KANDY."
Off The Hook,Colombo 05,"NO:180,PARK ROAD,COLOMBO 05",Restaurants,,"Off The Hook is a Restaurants located in Colombo 05. Address: NO:180,PARK ROAD,COLOMBO 05."
Enjola Restaurant,Badalgama,"ALUGOLLA ROOD, KATUKENDA, BADALGAMA",Restaurants,,"Enjola Restaurant is a Restaurants located in Badalgama. Address: ALUGOLLA ROOD, KATUKENDA, BADALGAMA."
Dio Jey Restaurent,Kapugoda,"NO.145/1A, GIRIDARA, KAPUGODA",Restaurants,,"Dio Jey Restaurent is a Restaurants located in Kapugoda. Address: NO.145/1A, GIRIDARA, KAPUGODA."
Waahalkada Restaurant,Warakapola,"NO:322,KANDY ROAD,AMBEPUSSA,WARAKAPOLA",Restaurants,,"Waahalkada Restaurant is a Restaurants located in Warakapola. Address: NO:322,KANDY ROAD,AMBEPUSSA,WARAKAPOLA."
Miss Sugar,Srilanka,"NO:246,LEWIS PLACE,NEGOMBO,SRILANKA",Restaurants,,"Miss Sugar is a Restaurants located in Srilanka. Address: NO:246,LEWIS PLACE,NEGOMBO,SRILANKA."
Gartons Ark Restaurant,Nugegoda.,"09/47, 06TH LANE, PAGODA ROAD, NUGEGODA.",Restaurants,,"Gartons Ark Restaurant is a Restaurants located in Nugegoda.. Address: 09/47, 06TH LANE, PAGODA ROAD, NUGEGODA.."
Turf Restaurant,Colombo 07,"NO. 08, GRAND STAND RACE COURSE, REID AVENUE, COLOMBO 07",Restaurants,,"Turf Restaurant is a Restaurants located in Colombo 07. Address: NO. 08, GRAND STAND RACE COURSE, REID AVENUE, COLOMBO 07."
Shandong The Chinese Kitchen,Rajagiriya,"NO. 1092, SRI JAYAWARDENAPURA MAWATHA, WELIKADA, RAJAGIRIYA",Restaurants,,"Shandong The Chinese Kitchen is a Restaurants located in Rajagiriya. Address: NO. 1092, SRI JAYAWARDENAPURA MAWATHA, WELIKADA, RAJAGIRIYA."
Berlin Sky Lounge,Colombo 02,"NO. 101/11, HUNUPITIYA LAKE ROAD, COLOMBO 02",Restaurants,,"Berlin Sky Lounge is a Restaurants located in Colombo 02. Address: NO. 101/11, HUNUPITIYA LAKE ROAD, COLOMBO 02."
The Tuna And The Crab,Galle,"GF 01-OLD DUTCH HOSPITAL,GALEE FORT, GALLE",Restaurants,,"The Tuna And The Crab is a Restaurants located in Galle. Address: GF 01-OLD DUTCH HOSPITAL,GALEE FORT, GALLE."
Kandy Kitchen,Kandy,"NO 483,WILLIAM GOPALLAWA MAWATHA,KANDY",Restaurants,,"Kandy Kitchen is a Restaurants located in Kandy. Address: NO 483,WILLIAM GOPALLAWA MAWATHA,KANDY."
Pst Restaurant,Colombo 02,"NO 48/A, PARK STREET,COLOMBO 02",Restaurants,,"Pst Restaurant is a Restaurants located in Colombo 02. Address: NO 48/A, PARK STREET,COLOMBO 02."
Blue Sky Restaurant,Colombo 11,"NO 85/2/1 OLCOTT MAWATHA, COLOMBO 11",Restaurants,,"Blue Sky Restaurant is a Restaurants located in Colombo 11. Address: NO 85/2/1 OLCOTT MAWATHA, COLOMBO 11."
Chapter One,Kotte,"931C,KOTTE ROAD,KOTTE",Restaurants,,"Chapter One is a Restaurants located in Kotte. Address: 931C,KOTTE ROAD,KOTTE."
Sudarshan Restaurant,Colombo 04.,"NO 08,FRANKFORT PLACE,COLOMBO 04.",Restaurants,,"Sudarshan Restaurant is a Restaurants located in Colombo 04.. Address: NO 08,FRANKFORT PLACE,COLOMBO 04.."
Royal Sigiriya Restaurant,Sigiriya,"POTHANA KIBISSA, SIGIRIYA",Restaurants,,"Royal Sigiriya Restaurant is a Restaurants located in Sigiriya. Address: POTHANA KIBISSA, SIGIRIYA."
Heritage Restaurant,Madawala Ulpatha.,"NO 13O, CENTRAL GARDEN LAND, MADAWALA ULPATHA.",Restaurants,,"Heritage Restaurant is a Restaurants located in Madawala Ulpatha.. Address: NO 13O, CENTRAL GARDEN LAND, MADAWALA ULPATHA.."
Nallur Bhavan,Jaffna,"250, TEMPLE ROAD, NALLUR, JAFFNA",Restaurants,,"Nallur Bhavan is a Restaurants located in Jaffna. Address: 250, TEMPLE ROAD, NALLUR, JAFFNA."
Mathura Madras Woodlands,Colombo 04,"16, MELBOURNE AVENUE, COLOMBO 04",Restaurants,,"Mathura Madras Woodlands is a Restaurants located in Colombo 04. Address: 16, MELBOURNE AVENUE, COLOMBO 04."
The Re-Pub.Lk,Colombo 01.,"57, HOSPITAL STREET, COLOMBO 01.",Restaurants,,"The Re-Pub.Lk is a Restaurants located in Colombo 01.. Address: 57, HOSPITAL STREET, COLOMBO 01.."
Blue Sapphire Restaurant,Wellawaya,"NO:156/158, HAPUTHALE ROAD, WELLAWAYA",Restaurants,,"Blue Sapphire Restaurant is a Restaurants located in Wellawaya. Address: NO:156/158, HAPUTHALE ROAD, WELLAWAYA."
Sugar,Galle,"G05, OLD DUTCH HOSPITAL, FORT, GALLE",Restaurants,,"Sugar is a Restaurants located in Galle. Address: G05, OLD DUTCH HOSPITAL, FORT, GALLE."
Tong Ni Roast Meat Restaurant,Colombo 03,"NO.59, WALUKARAMA ROAD, COLOMBO 03",Restaurants,,"Tong Ni Roast Meat Restaurant is a Restaurants located in Colombo 03. Address: NO.59, WALUKARAMA ROAD, COLOMBO 03."
The Manhattan Fish Market,Rajagiriya.,"997/1,SRI JAYAWARDANAPURA ROAD,RAJAGIRIYA.",Restaurants,,"The Manhattan Fish Market is a Restaurants located in Rajagiriya.. Address: 997/1,SRI JAYAWARDANAPURA ROAD,RAJAGIRIYA.."
Barracuda Sea Food & Grill,Dehiwala,"41/2AWASALA ROAD,DEHIWALA",Restaurants,,"Barracuda Sea Food & Grill is a Restaurants located in Dehiwala. Address: 41/2AWASALA ROAD,DEHIWALA."
Voc Cafe,Colombo 04,"DUTCH BURGHER UNION, NO 114, REID AVENUE, COLOMBO 04",Restaurants,,"Voc Cafe is a Restaurants located in Colombo 04. Address: DUTCH BURGHER UNION, NO 114, REID AVENUE, COLOMBO 04."
Sky Bollywood Lounge,Colombo-04,"NO-9,STATION ROAD,COLOMBO-04",Restaurants,,"Sky Bollywood Lounge is a Restaurants located in Colombo-04. Address: NO-9,STATION ROAD,COLOMBO-04."
Lavinia Restaurant & Hotel,Mt. Lavinia,"NO 43, BEACH ROAD, MT. LAVINIA",Restaurants,,"Lavinia Restaurant & Hotel is a Restaurants located in Mt. Lavinia. Address: NO 43, BEACH ROAD, MT. LAVINIA."
Lobby Bistro Platinum 1,Colombo 03,"NO:1, BAGATALLE ROAD, COLOMBO 03",Restaurants,,"Lobby Bistro Platinum 1 is a Restaurants located in Colombo 03. Address: NO:1, BAGATALLE ROAD, COLOMBO 03."
Dominant Rajagiriya,Rajagiriya,"RECEPTION HALL, WELIKADA, RAJAGIRIYA",Restaurants,,"Dominant Rajagiriya is a Restaurants located in Rajagiriya. Address: RECEPTION HALL, WELIKADA, RAJAGIRIYA."
Osteria Romana Induruwa,Induruwa,"MUDIYANSE RALAHAMY'S ESTATE, YALEGAMA, INDURUWA",Restaurants,,"Osteria Romana Induruwa is a Restaurants located in Induruwa. Address: MUDIYANSE RALAHAMY'S ESTATE, YALEGAMA, INDURUWA."
Kuuraku Japanese Restaurant,Colombo02,"48B, PARK STREET, COLOMBO02",Restaurants,,"Kuuraku Japanese Restaurant is a Restaurants located in Colombo02. Address: 48B, PARK STREET, COLOMBO02."
Makye Ame Restaurant,Colombo 04,"NO 4 1/1, VAJIRA ROAD, COLOMBO 04",Restaurants,,"Makye Ame Restaurant is a Restaurants located in Colombo 04. Address: NO 4 1/1, VAJIRA ROAD, COLOMBO 04."
Momo,Wattala,"NO.11, NEGOMBO ROAD, WATTALA",Restaurants,,"Momo is a Restaurants located in Wattala. Address: NO.11, NEGOMBO ROAD, WATTALA."
The Regent Country Club,Malabe,"5/1,21ST LANE, ISURUPURA,MALABE",Restaurants,,"The Regent Country Club is a Restaurants located in Malabe. Address: 5/1,21ST LANE, ISURUPURA,MALABE."
Canten Chinese Restaurant,Kirulapone Av Colombo 05,"NO.21SOMADAVI PL, KIRULAPONE AV COLOMBO 05",Restaurants,,"Canten Chinese Restaurant is a Restaurants located in Kirulapone Av Colombo 05. Address: NO.21SOMADAVI PL, KIRULAPONE AV COLOMBO 05."
Cockpit Colombo,Colombo 04,"NO 7, 07A, 07/1B, FIFE ROAD, COLOMBO 04",Restaurants,,"Cockpit Colombo is a Restaurants located in Colombo 04. Address: NO 7, 07A, 07/1B, FIFE ROAD, COLOMBO 04."
Ceylon Tea Factory Restaurant,Ella,"NO 05, WATHTHIRIYAWA WATTA, PASSARA ROAD, ELLA",Restaurants,,"Ceylon Tea Factory Restaurant is a Restaurants located in Ella. Address: NO 05, WATHTHIRIYAWA WATTA, PASSARA ROAD, ELLA."
Hotel Indoora,Kurunagala,"PUTTALAM ROAD, THITTAWELLA, KURUNAGALA",Restaurants,,"Hotel Indoora is a Restaurants located in Kurunagala. Address: PUTTALAM ROAD, THITTAWELLA, KURUNAGALA."
Dine Inn Reataurant,Colombo 06,"NO 47, W. A SILVA MAWATHA, COLOMBO 06",Restaurants,,"Dine Inn Reataurant is a Restaurants located in Colombo 06. Address: NO 47, W. A SILVA MAWATHA, COLOMBO 06."
The Sizzle,Dehiwala,"29/1,STATION ROAD,DEHIWALA",Restaurants,,"The Sizzle is a Restaurants located in Dehiwala. Address: 29/1,STATION ROAD,DEHIWALA."
Fill Family Restaurant,Kandana,"NO 83, COLOMBO ROAD, KANDANA",Restaurants,,"Fill Family Restaurant is a Restaurants located in Kandana. Address: NO 83, COLOMBO ROAD, KANDANA."
Sushi Bar Samurai,Rajagiriya,"226 1/1 SRI JAYAWARDANA PURA MW, RAJAGIRIYA",Restaurants,,"Sushi Bar Samurai is a Restaurants located in Rajagiriya. Address: 226 1/1 SRI JAYAWARDANA PURA MW, RAJAGIRIYA."
H.Brother'S Broasted Chicken,Colombo-10,"NO- 163 DEANS ROAD, COLOMBO-10",Restaurants,,"H.Brother'S Broasted Chicken is a Restaurants located in Colombo-10. Address: NO- 163 DEANS ROAD, COLOMBO-10."
Golden Spoon Spices,Dehiwela,"27E, HOSPITAL ROAD, DEHIWELA",Restaurants,,"Golden Spoon Spices is a Restaurants located in Dehiwela. Address: 27E, HOSPITAL ROAD, DEHIWELA."
Free Trade Zone Liana,Katunayake,"BOI SPORT COMPLEX,AWERIWATTA,KATUNAYAKE",Restaurants,,"Free Trade Zone Liana is a Restaurants located in Katunayake. Address: BOI SPORT COMPLEX,AWERIWATTA,KATUNAYAKE."
Silk Lounge And Restaurant,Colombo 7,"41-,3/1,MAITLAND CRESCENT,COLOMBO 7",Restaurants,,"Silk Lounge And Restaurant is a Restaurants located in Colombo 7. Address: 41-,3/1,MAITLAND CRESCENT,COLOMBO 7."
Lak Laguna Restaurant,,"78 MAIN ROAD,KALPITIYA,",Restaurants,,"Lak Laguna Restaurant is a Restaurants located in . Address: 78 MAIN ROAD,KALPITIYA,."
The Exchange Restaurant,Colombo 01.,"NO. 39/4/1,CANAL RAW,COLOMBO 01.",Restaurants,,"The Exchange Restaurant is a Restaurants located in Colombo 01.. Address: NO. 39/4/1,CANAL RAW,COLOMBO 01.."
Mathura Madras Woodlands,Baththaramulla,"165,MAIN STREET,BATHTHARAMULLA",Restaurants,,"Mathura Madras Woodlands is a Restaurants located in Baththaramulla. Address: 165,MAIN STREET,BATHTHARAMULLA."
K.D.K.Restaurant,Mulaitivu,"KOMBAVIL,W.N.4,PUTHUKUDIYUPPU,MULAITIVU",Restaurants,,"K.D.K.Restaurant is a Restaurants located in Mulaitivu. Address: KOMBAVIL,W.N.4,PUTHUKUDIYUPPU,MULAITIVU."
Fat Panda,Colombo 03,"31A,SEA AVENUE,COLOMBO 03",Restaurants,,"Fat Panda is a Restaurants located in Colombo 03. Address: 31A,SEA AVENUE,COLOMBO 03."
Blue Ginger Restaurant,Negombo,"356,CHILAW ROAD,PERIYAMULLA,NEGOMBO",Restaurants,,"Blue Ginger Restaurant is a Restaurants located in Negombo. Address: 356,CHILAW ROAD,PERIYAMULLA,NEGOMBO."
Likoori,Bambalapitiya,"NO 25/1/2,STATION ROAD,BAMBALAPITIYA",Restaurants,,"Likoori is a Restaurants located in Bambalapitiya. Address: NO 25/1/2,STATION ROAD,BAMBALAPITIYA."
Green Villa Family Restaurant,Malabe.,"NO 737/7 , THALANGAMA NORTH , MALABE.",Restaurants,,"Green Villa Family Restaurant is a Restaurants located in Malabe.. Address: NO 737/7 , THALANGAMA NORTH , MALABE.."
He Ping Restaurant,Rathmalana,"440,GALLE ROAD,RATHMALANA",Restaurants,,"He Ping Restaurant is a Restaurants located in Rathmalana. Address: 440,GALLE ROAD,RATHMALANA."
Monsoon Colombo,Colombo 2,"MONSSON COLOMBO,PARK STREET MEWS, PARK STREET,COLOMBO 2",Restaurants,,"Monsoon Colombo is a Restaurants located in Colombo 2. Address: MONSSON COLOMBO,PARK STREET MEWS, PARK STREET,COLOMBO 2."
Shan City Chineese Restaurant,Kandy.,"27/3/1,,KOTUGODELLA VEEDIYA,,KANDY.",Restaurants,,"Shan City Chineese Restaurant is a Restaurants located in Kandy.. Address: 27/3/1,,KOTUGODELLA VEEDIYA,,KANDY.."
Chinese Delight Restaurant,Colombo 04,"41-A,RIDGEWAY PLACE, MARINE DRIVE,COLOMBO 04",Restaurants,,"Chinese Delight Restaurant is a Restaurants located in Colombo 04. Address: 41-A,RIDGEWAY PLACE, MARINE DRIVE,COLOMBO 04."
Sameeha Family Restaurant,Negombo,"NO. 390,CHILAW ROAD, PERIYAMULLA,NEGOMBO",Restaurants,,"Sameeha Family Restaurant is a Restaurants located in Negombo. Address: NO. 390,CHILAW ROAD, PERIYAMULLA,NEGOMBO."
Sea Port Restaurant,Negombo,"70,PORUTHOTA ROAD,ETHUKALA,NEGOMBO",Restaurants,,"Sea Port Restaurant is a Restaurants located in Negombo. Address: 70,PORUTHOTA ROAD,ETHUKALA,NEGOMBO."
Amuseum,Colombo 02,"9TH FLOOR, GREEN LANKA BUILDING,NAWAM MAWATHA,COLOMBO 02",Restaurants,,"Amuseum is a Restaurants located in Colombo 02. Address: 9TH FLOOR, GREEN LANKA BUILDING,NAWAM MAWATHA,COLOMBO 02."
Azmara Spa - Cinnamon Lakeside,Colombo 02,"NO.115, 01 FLOOR, SIR CHITHAMPALAM A. GARDNIER MAWATHA, COLOMBO 02",Spa & Wellness Centers,,"Azmara Spa - Cinnamon Lakeside is a Spa & Wellness Centers located in Colombo 02. Address: NO.115, 01 FLOOR, SIR CHITHAMPALAM A. GARDNIER MAWATHA, COLOMBO 02."
Azmara Spa - Bentota Beach Hotel,Bentota,"BENTOTA BEACH HOTEL, BENTOTA",Spa & Wellness Centers,,"Azmara Spa - Bentota Beach Hotel is a Spa & Wellness Centers located in Bentota. Address: BENTOTA BEACH HOTEL, BENTOTA."
Azmaara Spa - Cinnamon Lodge,Habarana,"P.O BOX, 02, HABARANA",Spa & Wellness Centers,,"Azmaara Spa - Cinnamon Lodge is a Spa & Wellness Centers located in Habarana. Address: P.O BOX, 02, HABARANA."
Spa Ceylon Ayurveda - Colombo 02,Colombo 02,"48D, PARK STREET, COLOMBO 02",Spa & Wellness Centers,,"Spa Ceylon Ayurveda - Colombo 02 is a Spa & Wellness Centers located in Colombo 02. Address: 48D, PARK STREET, COLOMBO 02."
Angsana Spa,Colombo 03,"NO.75 B, GALLE ROAD, COLOMBO 03",Spa & Wellness Centers,,"Angsana Spa is a Spa & Wellness Centers located in Colombo 03. Address: NO.75 B, GALLE ROAD, COLOMBO 03."
Coco Spa - Heritance Tea Factory,Nuwaraeliya,"KANDAPOLA, NUWARAELIYA",Spa & Wellness Centers,,"Coco Spa - Heritance Tea Factory is a Spa & Wellness Centers located in Nuwaraeliya. Address: KANDAPOLA, NUWARAELIYA."
Coco Spa - Heritance Ahungalle,Ahungalle,"HERITANCE AHUNGALLE, AHUNGALLE",Spa & Wellness Centers,,"Coco Spa - Heritance Ahungalle is a Spa & Wellness Centers located in Ahungalle. Address: HERITANCE AHUNGALLE, AHUNGALLE."
Diviyan Spa - Earl'S Regency,Kandy,"EARL'S REGENCY, KANDY",Spa & Wellness Centers,,"Diviyan Spa - Earl'S Regency is a Spa & Wellness Centers located in Kandy. Address: EARL'S REGENCY, KANDY."
Coco Spa - Mt. Lavinia Hotel,Mt. Lavinia,"100, HOTEL ROAD, MT. LAVINIA",Spa & Wellness Centers,,"Coco Spa - Mt. Lavinia Hotel is a Spa & Wellness Centers located in Mt. Lavinia. Address: 100, HOTEL ROAD, MT. LAVINIA."
Coco Spa - Club Bentota,Aluthgama,"CLUB BENTOTA, ALUTHGAMA",Spa & Wellness Centers,,"Coco Spa - Club Bentota is a Spa & Wellness Centers located in Aluthgama. Address: CLUB BENTOTA, ALUTHGAMA."
Coco Spa - Ulagalla Walawwa,Anuradhapura,"THIRAPPANE, ANURADHAPURA",Spa & Wellness Centers,,"Coco Spa - Ulagalla Walawwa is a Spa & Wellness Centers located in Anuradhapura. Address: THIRAPPANE, ANURADHAPURA."
Spa Ceylon Ayuruveda,Colombo 01.,"SHOP NO. 11, DUTCH HOSPITAL BUILDING,BANK OF CEYLON MW, COLOMBO 01.",Spa & Wellness Centers,,"Spa Ceylon Ayuruveda is a Spa & Wellness Centers located in Colombo 01.. Address: SHOP NO. 11, DUTCH HOSPITAL BUILDING,BANK OF CEYLON MW, COLOMBO 01.."
Azmaara Spa-Cinnamon Bay,Cinnamon Bey Beruwela,CINNAMON BEY BERUWELA,Spa & Wellness Centers,,Azmaara Spa-Cinnamon Bay is a Spa & Wellness Centers located in Cinnamon Bey Beruwela. Address: CINNAMON BEY BERUWELA.
Spa Ceylon Ayurveda - Hikkaduwa,Hikkaduwa,"NO.400, GALLE ROAD, HIKKADUWA",Spa & Wellness Centers,,"Spa Ceylon Ayurveda - Hikkaduwa is a Spa & Wellness Centers located in Hikkaduwa. Address: NO.400, GALLE ROAD, HIKKADUWA."
Jal Health And Beauty Spa Investment (Pvt) Ltd,Colombo-03,"NO.2, REGENCY, GALLE FACE HOTEL, COLOMBO-03",Spa & Wellness Centers,,"Jal Health And Beauty Spa Investment (Pvt) Ltd is a Spa & Wellness Centers located in Colombo-03. Address: NO.2, REGENCY, GALLE FACE HOTEL, COLOMBO-03."
White By Spa Ceylon,Colombo 07,"NO 14,WARD PLACE,COLOMBO 07",Spa & Wellness Centers,,"White By Spa Ceylon is a Spa & Wellness Centers located in Colombo 07. Address: NO 14,WARD PLACE,COLOMBO 07."
Azmaara Spa-Chaaya Tranz,Hikkaduwa,HIKKADUWA,Spa & Wellness Centers,,Azmaara Spa-Chaaya Tranz is a Spa & Wellness Centers located in Hikkaduwa. Address: HIKKADUWA.
Colombo Courtyard(Amber Spa),Colombo 03,"32,ALFRED HOUSE AVE,COLOMBO 03",Spa & Wellness Centers,,"Colombo Courtyard(Amber Spa) is a Spa & Wellness Centers located in Colombo 03. Address: 32,ALFRED HOUSE AVE,COLOMBO 03."
Coco Spa-Thuryaa Resort,Kalutara,"WASKADUWA,KALUTARA",Spa & Wellness Centers,,"Coco Spa-Thuryaa Resort is a Spa & Wellness Centers located in Kalutara. Address: WASKADUWA,KALUTARA."
Anantaya Coco Spa,Chilaw,"BANGADENIYA,CHILAW",Spa & Wellness Centers,,"Anantaya Coco Spa is a Spa & Wellness Centers located in Chilaw. Address: BANGADENIYA,CHILAW."
Ariyaana,Battaramulla,"WATERS EDGE LIMITED,316,ETHUL KOTTE ROAD,BATTARAMULLA",Spa & Wellness Centers,,"Ariyaana is a Spa & Wellness Centers located in Battaramulla. Address: WATERS EDGE LIMITED,316,ETHUL KOTTE ROAD,BATTARAMULLA."
Ariyanna Spa-The Blue Water,Wadduwa,"THALPITIYA,WADDUWA",Spa & Wellness Centers,,"Ariyanna Spa-The Blue Water is a Spa & Wellness Centers located in Wadduwa. Address: THALPITIYA,WADDUWA."
Spa Ceylon Ayurveda - Galle Fort,Galle Fort.,"NO.54/A,LIGHT HOUSE STREET,GALLE FORT.",Spa & Wellness Centers,,"Spa Ceylon Ayurveda - Galle Fort is a Spa & Wellness Centers located in Galle Fort.. Address: NO.54/A,LIGHT HOUSE STREET,GALLE FORT.."
